"","Nome","upp","Complexo","OBJECTID_1","OBJECTID","Codfavela","Cod_Comple","Flag_Ativa","Data_Cadas","Data_saida","Data_Alter","Pop_SABREN","Dom_SABREN","Fonte","Bairro_","RP","RA","AP","Porte","Shape_ST_1","Shape_ST_2","ShapeSTAre","ShapeSTLen","data_ocupacao","data_fim","Treatment","year.occupation","month.occupation","day.occupation","year.fim","month.fim","day.fim"
"548","Pantanal (RA - Rio Comprido)","Turano","Turano","937","938","578","2006","1","1995-06-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","612","173","IBGE - Censo Demográfico 2010","0","1.1","3","1","entre 101 e 500 domicílios",1204.80486883,24897.7774264,24897.77734375,1204.80486882232,"2010-08-10",NA,1,2010,8,10,NA,NA,NA
"549","Pantanal (RA - Santa Cruz)","N","Pantanal (RA - Santa Cruz)","964","965","714","2137","1","2002-05-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1105","326","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",1266.17327093,62007.8382172,62007.83984375,1266.17327093455,NA,NA,0,NA,NA,NA,NA,NA,NA
"550","Pantanal I (RA - Jacarepaguá)","Cidade de Deus","Inácio do Amaral","99","99","768","2096","1","2002-12-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","206","52","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",1081.874189,7345.45722345,7345.45703125,1081.87418899141,"2008-11-11",2018-08-01,1,2008,11,11,2018,8,1
"551","Paraibuna","Maré","Isolada","683","684","97","0","1","1986-01-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","0","0",NA,"0","3.1","30","3","sem informação",323.63207878,2154.68276506,2154.68359375,323.632078779543,"2014-03-30",NA,1,2014,3,30,NA,NA,NA
"552","Parque Acari","N","Acari","541","541","339","2073","1","1982-02-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","6538","1884","IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",2053.3191111,152989.519105,152989.51953125,2053.31911110664,NA,NA,0,NA,NA,NA,NA,NA,NA
"553","Parque Alegria","Caju","Parque Alegria","749","750","53","2002","1","1981-07-27T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1493","505","IBGE - Censo Demográfico 2010","0","1.1","1","1","> 500 domicílios",1511.27928693,24809.7942134,24809.791015625,1511.27928692096,"2013-03-03",2018-12-01,1,2013,3,3,2018,12,1
"554","Parque Alvorada","Fazendinha","Complexo do Alemão","729","730","485","2084","1","1989-01-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","8912","2641","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","29","3","> 500 domicílios",4876.54639638,324435.524782,324435.5234375,4876.5463963807,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"555","Parque Anchieta","N","Isolada","472","472","340","0","1","1981-09-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","516","156","IBGE - Censo Demográfico 2010","0","3.6","22","3","entre 101 e 500 domicílios",1695.79836363,19667.2663286,19667.2646484375,1695.79836363307,NA,NA,0,NA,NA,NA,NA,NA,NA
"556","Parque Araruna","N","Isolada","158","158","216","0","1","1981-08-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","140","46","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",937.82152841,15905.6816424,15905.681640625,937.821528413563,NA,NA,0,NA,NA,NA,NA,NA,NA
"557","Parque Bela Vista","N","Gleba I, da Antiga Fazenda Botafogo","561","561","341","2077","1","1981-09-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1487","454","IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",1300.19450596,42294.4658147,42294.4672851562,1300.19450596177,NA,NA,0,NA,NA,NA,NA,NA,NA
"558","Parque Boa Esperança (RA - Pavuna)","N","Chico Mendes (Morro do Chapadão)","520","520","665","2076","1","2002-04-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3985","1175","IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",3612.31312798,208285.493497,208285.495117188,3612.31312798492,NA,NA,0,NA,NA,NA,NA,NA,NA
"559","Parque Boa Esperança (RA - Portuária)","Caju","Isolada","747","748","4","0","1","1981-07-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","5065","1558","IBGE - Censo Demográfico 2010","0","1.1","1","1","> 500 domicílios",1869.8416049,102069.023613,102069.022460938,1869.84160490439,"2013-03-03",2018-12-01,1,2013,3,3,2018,12,1
"560","Parque Bom Menino","N","Parque Bom Menino","554","554","447","2049","1","1990-03-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","782","249","IBGE - Censo Demográfico 2010","0","3.3","14","3","entre 101 e 500 domicílios",616.15554319,14038.4415635,14038.443359375,616.155543191836,NA,NA,0,NA,NA,NA,NA,NA,NA
"561","Parque Candelária","Mangueira","Mangueira (RA - São Cristóvão)","948","949","54","2009","1","1981-08-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2212","665","IBGE - Censo Demográfico 2010","0","1.1","7","1","> 500 domicílios",1409.89148611,47753.4418605,47753.4409179688,1409.89148610025,"2011-06-19",NA,1,2011,6,19,NA,NA,NA
"562","Parque Carlos Chagas","Manguinhos","Manguinhos","752","753","98","2026","1","1981-03-31T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1152","353","IBGE - Censo Demográfico 2010","0","3.1","10","3","entre 101 e 500 domicílios",1514.0622471,24250.2359878,24250.234375,1514.06224709699,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"563","Parque Carumbé","N","Isolada","207","207","966","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","397","120","IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",455.42985785,7797.72067146,7797.720703125,455.429857853723,NA,NA,0,NA,NA,NA,NA,NA,NA
"564","Parque Chico Mendes","N","Isolada","13","13","556","0","1","1991-02-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3387","1186","IBGE - Censo Demográfico 2010","0","4.2","24","4","> 500 domicílios",2938.9361369,75659.1669657,75659.1689453125,2938.93613691387,NA,NA,0,NA,NA,NA,NA,NA,NA
"565","Parque Chp","N","Isolada","633","633","493","0","1","1992-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","251","38","IPP com base em IBGE - Censo Demográfico 2010","0","3.5","31","3","< 100 domicílios",375.18009798,6996.37646842,6996.37646484375,375.180097975646,NA,NA,0,NA,NA,NA,NA,NA,NA
"566","Parque Columbia","N","Isolada","540","540","342","0","1","1981-09-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","488","173","IBGE - Censo Demográfico 2010","0","3.6","25","3","entre 101 e 500 domicílios",2188.42648112,15362.2596357,15362.259765625,2188.42648111182,NA,NA,0,NA,NA,NA,NA,NA,NA
"567","Parque Conquista","Caju","Isolada","735","736","488","0","1","1990-02-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1515","481","IBGE - Censo Demográfico 2010","0","1.1","1","1","entre 101 e 500 domicílios",1231.19534517,21002.0413088,21002.0444335938,1231.19534517967,"2013-03-03",2018-12-01,1,2013,3,3,2018,12,1
"568","Parque Criança Esperança","N","Parque Criança Esperança","493","493","618","2071","1","1995-04-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4709","1457","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","22","3","> 500 domicílios",5394.3710986,288028.670856,288028.676757812,5394.37109860373,NA,NA,0,NA,NA,NA,NA,NA,NA
"569","Parque da Comunidade Vila Arco Íris","N","Colônia Juliano Moreira","61","61","926","2092","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","404","119","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",805.54426604,18062.6717185,18062.6723632812,805.544266042806,NA,NA,0,NA,NA,NA,NA,NA,NA
"570","Parque da Pedra Branca","N","Isolada","20","20","577","0","1","1992-10-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","378","107","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",2716.8107261,75002.2630694,75002.26171875,2716.81072610109,NA,NA,0,NA,NA,NA,NA,NA,NA
"571","Parque das Mangueiras","N","Isolada","457","457","813","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","71","21","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",856.09827418,10355.1252446,10355.1259765625,856.098274180037,NA,NA,0,NA,NA,NA,NA,NA,NA
"572","Parque das Nogueiras","N","Vila João Lopes","232","232","720","2114","1","2002-04-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","661","207","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",1730.1863694,30647.4988603,30647.4965820312,1730.18636939411,NA,NA,0,NA,NA,NA,NA,NA,NA
"573","Parque das Palmeiras","N","Isolada","66","66","598","0","1","1995-04-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","225","67","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",525.90911492,7268.54267287,7268.5419921875,525.90911492136,NA,NA,0,NA,NA,NA,NA,NA,NA
"574","Parque Dois Irmãos","N","Colônia Juliano Moreira","41","41","591","2092","1","1995-05-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","6775","2124","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",2827.5127513,180796.25266,180796.254394531,2827.51275128191,NA,NA,0,NA,NA,NA,NA,NA,NA
"575","Parque dos Mineiros","Barreira do Vasco / Tuiuti","Tuiuti","946","947","55","2010","1","1981-03-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","668","207","IBGE - Censo Demográfico 2010","0","1.1","7","1","entre 101 e 500 domicílios",842.75176427,18943.0988325,18943.0981445312,842.751764270359,"2013-03-03",NA,1,2013,3,3,NA,NA,NA
"576","Parque Esperança (RA - Anchieta)","N","Parque Criança Esperança","487","487","620","2071","1","1995-04-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4294","1287","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","22","3","> 500 domicílios",3065.16955741,198736.592538,198736.590820312,3065.16955740981,NA,NA,0,NA,NA,NA,NA,NA,NA
"577","Parque Esperança (RA - Campo Grande)","N","Isolada","256","256","517","0","1","1991-12-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1005","309","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",1612.03397826,61341.5384873,61341.5385742188,1612.03397826541,NA,NA,0,NA,NA,NA,NA,NA,NA
"578","Parque Everest","N","Parque Everest","697","698","780","2036","1","2003-01-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1321","313","IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",1940.95235026,17448.6604183,17448.6596679688,1940.95235026518,NA,NA,0,NA,NA,NA,NA,NA,NA
"579","Parque Everest (Rua Arquibui)","N","Parque Everest","696","697","903","2036","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1267","314","IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",353.5247951,2491.07617831,2491.07568359375,353.524795088478,NA,NA,0,NA,NA,NA,NA,NA,NA
"580","Parque Félix Ferreira","N","Isolada","776","777","99","0","1","1981-04-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","773","248","IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",822.91406476,13388.9001073,13388.8999023438,822.914064752656,NA,NA,0,NA,NA,NA,NA,NA,NA
"581","Parque Furquim Mendes","N","Bairro Proletário do Dique","507","507","124","2032","1","1981-07-28T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","5197","1456","IBGE - Censo Demográfico 2010","0","3.5","31","3","> 500 domicílios",2387.99554366,159119.7138,159119.714355469,2387.99554365218,NA,NA,0,NA,NA,NA,NA,NA,NA
"582","Parque Herédia de Sá","Arará / Mandela","Vila Arará","738","739","56","2011","1","1990-11-11T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2919","921","IBGE - Censo Demográfico 2010","0","1.1","7","1","> 500 domicílios",1901.9052635,48872.7518232,48872.75390625,1901.9052635015,"2012-10-13",NA,1,2012,10,13,NA,NA,NA
"583","Parque Horácio Cardoso Franco","Arará / Mandela","Vila Arará","737","738","57","2011","1","1981-06-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","742","244","IBGE - Censo Demográfico 2010","0","1.1","7","1","entre 101 e 500 domicílios",568.22921893,10624.5675484,10624.568359375,568.229218931816,"2012-10-13",NA,1,2012,10,13,NA,NA,NA
"584","Parque Horto Florestal","N","Isolada","386","386","798","0","1","2004-01-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1113","350","IPP com base em IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",1489.70387727,85154.3011028,85154.2993164062,1489.70387727308,NA,NA,0,NA,NA,NA,NA,NA,NA
"585","Parque Itambé","N","Parque Itambé","686","687","669","2027","1","2002-04-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1716","497","IBGE - Censo Demográfico 2010","0","3.1","10","3","entre 101 e 500 domicílios",874.16738086,36590.9958762,36590.9926757812,874.167380861598,NA,NA,0,NA,NA,NA,NA,NA,NA
"586","Parque Jardim Beira Mar","N","Vigário Lucas","638","638","125","2034","1","1981-08-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","13176","3617","IBGE - Censo Demográfico 2010","0","3.5","31","3","> 500 domicílios",2448.41214199,232505.871979,232505.872070312,2448.4121419892,NA,NA,0,NA,NA,NA,NA,NA,NA
"587","Parque Jardim Metrô de Irajá","N","Parque Bom Menino","553","553","448","2049","1","1981-03-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","675","214","IBGE - Censo Demográfico 2010","0","3.3","14","3","entre 101 e 500 domicílios",536.30326082,12380.8932711,12380.892578125,536.303260820225,NA,NA,0,NA,NA,NA,NA,NA,NA
"588","Parque João Goulart","Manguinhos","Manguinhos","789","790","100","2026","1","1982-04-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3758","950","IPP com base em IBGE - Censo Demográfico 2010","0","3.1","10","3","> 500 domicílios",1135.78116389,14392.2879867,14392.2885742188,1135.78116390217,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"589","Parque João Paulo II","Andaraí","Parque João Paulo II","799","800","82","2022","1","1981-05-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2615","810","IBGE - Censo Demográfico 2010","0","2.2","9","2","> 500 domicílios",2754.99355188,51358.6060706,51358.603515625,2754.9935518765,"2010-06-11",NA,1,2010,6,11,NA,NA,NA
"590","Parque Maré","Maré","Maré","689","690","90","2085","1","1986-01-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","12421","4018","IBGE - Censo Demográfico 2010","0","3.1","30","3","> 500 domicílios",2291.16529698,142263.592882,142263.59375,2291.16529697995,"2014-03-30",NA,1,2014,3,30,NA,NA,NA
"591","Parque Nossa Senhora da Penha","Caju","Isolada","734","735","5","0","1","1981-02-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1201","384","IBGE - Censo Demográfico 2010","0","1.1","1","1","entre 101 e 500 domicílios",643.7789831,14717.9559946,14717.9560546875,643.77898310466,"2013-03-03",2018-12-01,1,2013,3,3,2018,12,1
"592","Parque Nossa Senhora de Fátima","N","Isolada","450","450","601","0","1","1995-06-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","845","196","IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",1775.79773927,53028.6039499,53028.6040039062,1775.79773926551,NA,NA,0,NA,NA,NA,NA,NA,NA
"593","Parque Nova Cidade de Acari","N","Bairro da Pedreira","526","526","693","2075","1","2002-04-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1594","436","IBGE - Censo Demográfico 2010","0","3.6","25","3","entre 101 e 500 domicílios",1965.90760575,7798.98957344,7798.9912109375,1965.90760573741,NA,NA,0,NA,NA,NA,NA,NA,NA
"594","Parque Nova Jerusalém","N","Bairro da Pedreira","527","527","403","2075","1","1981-09-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","795","220","IBGE - Censo Demográfico 2010","0","3.6","25","3","entre 101 e 500 domicílios",1681.10705804,53390.680332,53390.6787109375,1681.10705804619,NA,NA,0,NA,NA,NA,NA,NA,NA
"595","Parque Nova Maracá","N","Parque Nova Maracá","708","709","670","2037","1","2002-04-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1569","470","IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",2459.00194221,123347.292293,123347.290039062,2459.00194221626,NA,NA,0,NA,NA,NA,NA,NA,NA
"596","Parque Oswaldo Cruz","Manguinhos","Isolada","678","679","101","0","1","1981-03-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4776","1232","IBGE - Censo Demográfico 2010","0","3.1","10","3","> 500 domicílios",1267.25732235,64504.1611058,64504.1596679688,1267.25732234554,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"597","Parque Proletário Águia de Ouro","N","Parque Proletário Águia de Ouro","773","774","149","2145","1","1981-07-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1169","418","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",1614.5649092,43941.1710525,43941.1733398438,1614.56490920724,NA,NA,0,NA,NA,NA,NA,NA,NA
"598","Parque Proletário de Cordovil","N","Vila Cambucí","639","639","126","2035","1","1981-08-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","718","171","IBGE - Censo Demográfico 2010","0","3.5","31","3","entre 101 e 500 domicílios",569.81339121,12026.080301,12026.0815429688,569.813391205104,NA,NA,0,NA,NA,NA,NA,NA,NA
"599","Parque Proletário de Vigário Geral","N","Vigário Lucas","636","636","127","2034","1","1981-06-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7048","1777","IBGE - Censo Demográfico 2010","0","3.5","31","3","> 500 domicílios",2259.97607151,189262.82477,189262.822753906,2259.9760715111,NA,NA,0,NA,NA,NA,NA,NA,NA
"600","Parque Proletário do Grotão","Chatuba","Grotão","720","721","128","2028","1","1981-06-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3533","863","IPP com base em IBGE - Censo Demográfico 2010","0","3.5","11","3","> 500 domicílios",1935.89274684,103946.18636,103946.186523438,1935.89274683656,"2012-06-27",NA,1,2012,6,27,NA,NA,NA
"601","Parque Proletário dos Bancários","N","Isolada","343","343","316","0","1","1988-06-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3728","1179","IBGE - Censo Demográfico 2010","0","3.7","20","3","> 500 domicílios",1298.67780449,77240.2086404,77240.2084960938,1298.67780449099,NA,NA,0,NA,NA,NA,NA,NA,NA
"602","Parque Proletário Engenho da Rainha","N","Isolada","707","708","150","0","1","1981-07-27T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1730","528","IBGE - Censo Demográfico 2010","0","3.4","12","3","> 500 domicílios",2736.33868639,47639.8118372,47639.8139648438,2736.33868638311,NA,NA,0,NA,NA,NA,NA,NA,NA
"603","Parque Proletário Monsenhor Brito","N","Isolada","677","678","102","0","1","1981-11-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1033","415","IBGE - Censo Demográfico 2010","0","3.1","10","3","entre 101 e 500 domicílios",410.5738775,8620.96963205,8620.97021484375,410.573877503901,NA,NA,0,NA,NA,NA,NA,NA,NA
"604","Parque Proletário Vila Esperança","N","Isolada","258","258","728","0","1","2003-02-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","774","206","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",912.38472512,29480.783548,29480.783203125,912.384725117266,NA,NA,0,NA,NA,NA,NA,NA,NA
"605","Parque Rafael de Oliveira","N","Vila Eugênia","570","570","511","2059","1","1991-09-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","609","177","IBGE - Censo Demográfico 2010","0","3.6","22","3","entre 101 e 500 domicílios",785.0705514,12551.0861088,12551.0869140625,785.070551402037,NA,NA,0,NA,NA,NA,NA,NA,NA
"606","Parque Raio de Sol","N","Parque Criança Esperança","481","481","406","2071","1","1995-05-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1635","402","IBGE - Censo Demográfico 2010","0","3.6","22","3","entre 101 e 500 domicílios",1607.75054997,67364.7460502,67364.7446289062,1607.75054997342,NA,NA,0,NA,NA,NA,NA,NA,NA
"607","Parque Real","N","Parque Real","456","456","391","2119","1","1985-05-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1403","408","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",1451.4046461,82232.1055803,82232.1040039062,1451.40464610214,NA,NA,0,NA,NA,NA,NA,NA,NA
"608","Parque Rebouças","Turano","Vila Santa Alexandrina","866","867","16","2008","1","1981-06-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","137","40","IPP com base em IBGE - Censo Demográfico 2010","0","1.1","3","1","< 100 domicílios",191.30796007,2084.13009681,2084.1298828125,191.307960065758,"2010-08-10",NA,1,2010,8,10,NA,NA,NA
"609","Parque Resplendor","N","Isolada","265","265","605","0","1","1995-06-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","326","102","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",764.3893785,18317.4472359,18317.4477539062,764.389378493937,NA,NA,0,NA,NA,NA,NA,NA,NA
